y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Andsuto,101.60021,-0.20688,-101.04095,-1.19622,201.57461,-91.78435,Schottisgris,0.92671,0.44613,10.77019,2.39389,True,457.48056
Andjorg,100.49847,-0.29765,-103.45516,-1.21711,200.47074,-91.80814,Polkagris,-1.24120,-1.10577,11.41748,-1.97090,True,450.76477
Andjorg,101.54350,-0.80518,-100.87011,-1.23114,201.51330,-91.02517,Schottisgris,-1.34858,-0.51435,8.99053,-3.15358,True,457.28245
Andsuto,101.59837,0.37903,-104.22613,-1.20402,201.57121,-92.73371,Schottisgris,0.00696,0.83459,11.72679,4.53776,True,455.87878
Andsuto,99.54700,-0.31203,-101.59676,-1.21300,199.51809,-91.06187,Slängpolskorgris,-0.10074,-0.06889,13.02460,4.12833,True,446.93663
Andjorg,101.22054,0.32227,-100.69666,-1.22502,201.19154,-92.20805,Schottisgris,-0.28104,0.80641,9.90023,-0.76004,True,455.75435
Jorgsuto,100.58484,0.04039,-98.02285,-1.24493,200.55328,-92.47122,Polkagris,0.12306,-0.24822,8.26928,-2.47311,True,453.91280
Jorgsuto,99.93757,0.31788,-102.68999,-1.25729,199.90439,-91.11660,Slängpolskorgris,-0.79085,0.55385,13.20797,-0.15686,True,448.34288
Andsuto,97.91333,-0.29798,-97.64557,-1.21750,197.88461,-87.95043,Hambogris,0.05415,-0.47406,10.61069,1.84386,True,440.74389
Jorgsuto,100.15283,-0.28028,-103.00834,-1.24530,200.12094,-90.00801,Polkagris,0.66055,3.14001,13.20445,-1.57332,True,449.26000
Andsuto,100.56547,-0.10410,-100.93400,-1.18584,200.54054,-89.90232,Polkagris,-0.13066,-0.00602,8.70857,3.11373,True,452.36037
Andjorg,97.63160,-0.88239,-100.52388,-1.22680,197.60220,-87.69177,Hambogris,0.41576,0.47319,10.26314,-1.62765,True,437.89606
Andjorg,98.50134,0.26916,-98.89562,-1.23255,198.47125,-90.94713,Hambogris,0.49742,2.40870,12.78658,-5.18397,True,443.05890
Andjorg,100.80521,0.04006,-99.92404,-1.23306,200.77562,-89.98518,Polkagris,1.95143,-0.65256,11.66549,-3.07515,True,454.06404
Andjorg,100.08100,0.51919,-105.50995,-1.22035,200.05282,-90.75387,Polkagris,1.50519,0.19080,11.61819,-1.09892,True,447.65004
Andjorg,98.77965,-0.80775,-96.33887,-1.23887,198.74870,-88.93619,Hambogris,-0.39767,1.30492,9.90372,-0.54557,True,445.72879
Jorgsuto,100.45499,0.14558,-101.91402,-1.25410,200.42231,-90.15020,Polkagris,-0.57402,1.64060,12.58770,-1.57720,True,451.31793
Andjorg,99.45326,-0.47492,-93.66904,-1.24255,199.42180,-88.94366,Slängpolskorgris,0.87503,0.69359,12.36325,-1.03458,True,450.43180
Andsuto,99.22532,-1.65071,-99.04519,-1.22175,199.19565,-90.76015,Slängpolskorgris,-0.02834,-0.50608,8.99969,1.57970,True,446.60400
Jorgsuto,100.21512,0.11309,-105.56686,-1.22051,200.18615,-93.90011,Polkagris,-1.12328,-1.40761,12.22124,-0.31689,True,448.29218
Andsuto,100.13446,-0.22500,-97.04067,-1.22082,200.10453,-91.87837,Polkagris,0.00221,-1.80926,11.18062,1.02172,True,452.15195
Andsuto,100.54532,-0.59894,-102.48712,-1.18266,200.52080,-92.35453,Polkagris,0.53838,0.10411,10.97088,2.14570,True,451.48303
Andsuto,100.35934,-0.29893,-99.72792,-1.17678,200.33592,-92.76365,Polkagris,0.26846,-2.31694,10.19357,3.30473,True,451.93276
Andjorg,98.80495,0.23040,-99.34639,-1.23703,198.77402,-90.78427,Hambogris,0.55732,-0.05634,10.63161,-2.65496,True,444.35157
Jorgsuto,99.37696,0.35384,-99.90514,-1.25130,199.34452,-92.03115,Slängpolskorgris,0.34918,-0.14559,10.50722,0.04026,True,446.93224
Andsuto,99.65685,0.81257,-103.86613,-1.21700,199.62789,-90.47792,Slängpolskorgris,0.89240,0.65433,11.89354,2.45918,True,446.35118
Jorgsuto,101.45651,0.46837,-101.28693,-1.19362,201.43023,-90.82709,Schottisgris,-2.82545,-1.00551,7.78358,3.00541,True,456.63907
Andjorg,98.08574,0.04981,-99.94753,-1.24048,198.05441,-88.98513,Hambogris,0.54649,-1.23056,10.61660,-1.41186,True,440.45495
Andsuto,99.46123,0.21621,-95.86145,-1.21480,199.43275,-92.48120,Slängpolskorgris,-0.95397,1.13843,11.10554,0.44630,True,449.37543
Andsuto,101.69402,-0.63932,-99.31243,-1.20689,201.66702,-94.41544,Schottisgris,-0.29132,0.06713,10.66907,4.87330,True,458.81388
Andjorg,100.79247,-1.28802,-97.56338,-1.22764,200.76339,-90.01176,Polkagris,2.15869,-0.15894,11.58478,-0.50975,True,455.18064
Jorgsuto,99.22498,-0.24143,-100.05651,-1.25875,199.19205,-90.81083,Slängpolskorgris,1.82986,3.47586,10.77302,-1.20106,True,446.09664
Jorgsuto,101.32897,0.63723,-100.79414,-1.23836,201.29804,-93.48198,Schottisgris,-1.27573,0.82003,11.06912,-2.59626,True,456.24781
Jorgsuto,101.90934,0.06847,-102.52405,-1.22203,201.88005,-92.48070,Schottisgris,-0.53943,-0.25185,11.15624,-0.70387,True,458.28469
Andjorg,101.51339,-0.00041,-99.05970,-1.24490,201.48141,-92.16962,Schottisgris,0.19461,0.62026,10.94437,-4.44422,True,458.03709
Andjorg,99.22262,-0.71630,-95.73953,-1.23200,199.19205,-90.66224,Slängpolskorgris,1.28019,-1.54783,10.03736,-2.69588,True,448.24332
Andjorg,101.24602,-0.38605,-100.17176,-1.22643,201.21679,-93.43302,Schottisgris,1.71221,0.07263,12.14365,-1.80642,True,456.14423
Jorgsuto,98.41298,-0.31962,-93.90858,-1.22271,198.38341,-87.90836,Hambogris,-0.14059,-0.45267,15.66410,-2.24877,True,445.11061
Andsuto,99.70597,-1.02622,-98.11305,-1.20445,199.67871,-93.28435,Slängpolskorgris,0.01528,-0.12044,11.95045,2.84953,True,449.47331
Andjorg,99.84048,-0.04309,-101.58082,-1.23880,199.80898,-91.48074,Slängpolskorgris,-0.77877,-0.03967,10.00093,-3.49947,True,448.41197
Andjorg,100.64616,0.41481,-96.24216,-1.22968,200.61623,-91.69595,Polkagris,-1.43980,4.26450,9.60574,-1.02558,True,455.10971
Andsuto,100.27157,-0.44329,-97.90107,-1.19805,200.24588,-89.66524,Polkagris,-1.66547,0.01429,10.17303,0.07512,True,452.40733
Andjorg,99.57302,0.04369,-97.39804,-1.22799,199.54319,-93.68018,Slängpolskorgris,-1.38543,1.86792,11.85082,-5.81360,True,449.16607
Andsuto,97.79006,-1.00415,-95.69227,-1.22861,197.75928,-88.54087,Hambogris,0.24744,1.71280,11.44739,2.97124,True,441.10417
Jorgsuto,97.17884,0.55599,-98.12768,-1.22865,197.14868,-86.09348,Hambogris,2.91045,0.59385,12.66988,-1.12888,True,436.83034
Andjorg,100.69544,0.89096,-100.04772,-1.22933,200.66496,-93.80054,Polkagris,-2.81382,0.13986,11.45097,-0.93726,True,453.45335
Andsuto,99.89058,0.36059,-95.87209,-1.19724,199.86410,-93.30366,Slängpolskorgris,-0.19169,-1.14179,10.15398,0.95985,True,451.51686
Andjorg,98.96533,-0.16360,-101.44392,-1.23574,198.93440,-91.01561,Hambogris,-0.17047,0.72545,11.92534,-1.79668,True,444.10467
Andjorg,102.56400,1.52630,-103.97250,-1.22644,202.53435,-93.14510,Polskorgris,-0.12336,0.15190,12.04231,-1.92456,True,460.83373
Andsuto,100.08038,0.47458,-100.71953,-1.19425,200.05486,-90.96838,Polkagris,0.66535,0.54738,12.09835,1.18883,True,450.04212
Andjorg,100.10333,0.11968,-100.18477,-1.21803,200.07539,-91.54083,Polkagris,0.52560,-1.85868,11.30833,-1.38861,True,450.42425
Andsuto,100.83436,-0.62660,-101.77261,-1.21680,200.80590,-91.54799,Polkagris,1.12896,-0.10016,11.17677,1.17176,True,453.28549
Andjorg,100.21223,-0.71218,-100.13991,-1.22148,200.18362,-90.63828,Polkagris,0.82580,-0.99787,11.10875,-2.04111,True,450.99117
Jorgsuto,99.42563,-0.39034,-100.90550,-1.19809,199.39914,-89.85855,Slängpolskorgris,1.16241,0.93771,12.83185,-0.40885,True,446.67540
Andsuto,100.89585,-0.10216,-102.45032,-1.19043,200.87085,-90.79081,Polkagris,-0.77972,0.01303,12.06848,-1.91865,True,453.25407
Jorgsuto,99.12437,-0.54004,-97.58047,-1.20631,199.09707,-89.43882,Slängpolskorgris,-0.68468,-3.24959,11.56494,-1.25934,True,446.83163
Andsuto,99.49135,-1.63373,-99.11614,-1.18002,199.46666,-92.91293,Slängpolskorgris,0.14998,-0.59821,11.94734,1.25257,True,447.89868
Andjorg,101.61670,-0.85993,-99.94711,-1.22916,201.58750,-88.80317,Schottisgris,-1.38486,0.08877,11.19819,-1.74278,True,458.10996
Andjorg,101.26218,0.41196,-99.23163,-1.23400,201.23142,-90.51903,Schottisgris,-2.71348,2.06542,10.41165,-3.45792,True,456.69507
Andjorg,100.42452,-0.75114,-96.39840,-1.22208,200.39578,-90.62541,Polkagris,-0.23350,0.06464,11.53114,-1.15298,True,453.92343
Andjorg,101.01456,-0.07183,-100.00082,-1.22692,200.98477,-92.32478,Schottisgris,-1.66127,-0.96169,11.57800,-1.16433,True,455.07241
Andjorg,100.14245,0.51094,-99.62474,-1.21686,200.11475,-89.26221,Polkagris,3.17437,-2.57573,9.04037,-0.07332,True,450.89987
Andsuto,98.87116,0.21382,-97.11101,-1.21625,198.84313,-88.96282,Hambogris,0.00485,-0.06916,9.31311,1.07221,True,445.80030
Andjorg,99.55175,0.33994,-99.98417,-1.23969,199.52056,-90.93745,Slängpolskorgris,-0.44921,1.52285,10.08352,-3.74934,True,447.76665
Jorgsuto,99.23270,-1.82378,-99.48442,-1.23465,199.20198,-91.96963,Slängpolskorgris,-2.37131,-2.07308,10.20317,-0.77908,True,446.42129
Andjorg,100.30239,-0.38887,-100.84281,-1.23936,200.27152,-90.74084,Polkagris,-0.83325,-0.56309,10.93888,-2.08850,True,451.09055
Andjorg,99.91763,-1.25006,-104.27554,-1.23586,199.88687,-89.78189,Slängpolskorgris,1.03815,-0.80519,11.03880,-2.98688,True,447.45040
Andsuto,100.95479,-0.25122,-102.58498,-1.21200,200.92557,-89.66976,Polkagris,-0.03964,1.09078,10.87470,0.48701,True,453.48148
Andjorg,98.55220,-0.58570,-99.43938,-1.22385,198.52297,-87.30672,Hambogris,1.73812,-0.21166,11.70162,-2.01289,True,443.04131
Andjorg,98.94046,-0.04601,-96.33836,-1.23088,198.91072,-89.75024,Hambogris,-0.32185,-0.12672,13.01386,-2.03603,True,446.53314
Andjorg,99.74084,-0.20222,-102.34813,-1.23070,199.71162,-90.45190,Slängpolskorgris,0.91489,-0.01713,11.48961,-0.85536,True,447.53015
Jorgsuto,99.65780,0.07985,-98.75929,-1.24334,199.62615,-91.65629,Slängpolskorgris,-0.74729,-1.13755,14.06189,-0.65799,True,448.90937
Jorgsuto,99.12552,0.01731,-98.42518,-1.22522,199.09586,-91.46088,Slängpolskorgris,-0.58842,0.47133,12.28844,-1.84742,True,446.41502
Andjorg,100.89997,-0.42886,-96.25557,-1.23100,200.87053,-92.50630,Polkagris,1.47238,1.00477,7.86806,-0.74936,True,456.37208
Andsuto,99.37691,0.31941,-97.39018,-1.22657,199.34678,-89.69473,Slängpolskorgris,0.62163,0.28842,11.51352,-2.69061,True,448.18947
Andsuto,98.71576,0.26641,-100.41354,-1.20407,198.68837,-90.34981,Hambogris,-0.10273,-0.42177,10.90885,3.53671,True,443.37204
Andsuto,100.77194,0.54787,-98.14248,-1.22225,200.74167,-91.33984,Polkagris,0.91082,-0.59371,11.51595,1.74140,True,454.78846
Andsuto,99.69847,-0.54263,-97.48987,-1.21817,199.66865,-90.57728,Slängpolskorgris,-0.07534,0.28232,10.78095,1.42564,True,449.74742
Jorgsuto,100.66776,-0.35689,-95.24400,-1.19672,200.64125,-89.37059,Polkagris,1.10992,2.07699,11.71533,-1.60799,True,455.71680
Jorgsuto,100.60042,0.49781,-97.89625,-1.23822,200.56915,-91.87872,Polkagris,-0.23338,0.26479,8.77189,-2.60247,True,454.05395
Andsuto,100.22038,0.61741,-102.05867,-1.22650,200.19001,-92.47443,Polkagris,-1.53316,0.00323,10.22179,1.22096,True,450.07258
Andsuto,98.33368,0.32885,-99.71853,-1.20412,198.30692,-89.20655,Hambogris,-0.19375,-0.53017,10.85841,4.44000,True,441.80915
Andsuto,99.32125,-1.09335,-102.79400,-1.19313,199.29518,-90.54617,Slängpolskorgris,1.04515,1.04036,10.43831,2.07074,True,445.20927
Jorgsuto,100.29894,-0.15042,-103.98492,-1.25246,200.26600,-91.28099,Polkagris,-0.97385,-0.40255,11.51647,-1.82404,True,449.50222
Jorgsuto,100.33447,0.39952,-100.42862,-1.21940,200.30523,-88.98627,Polkagris,-1.04708,0.44054,12.38092,-0.30641,True,451.45806
Andjorg,99.57573,0.27169,-105.01411,-1.22900,199.54625,-90.65901,Slängpolskorgris,-1.57880,0.55534,12.41607,-1.50653,True,445.37159
Andsuto,100.67322,0.19951,-97.99201,-1.20556,200.64558,-91.11213,Polkagris,-0.11408,-0.74583,9.53686,4.41685,True,454.37007
Andsuto,99.37117,-1.19148,-95.29898,-1.22645,199.34085,-91.10577,Slängpolskorgris,-0.05209,0.22511,11.55368,-3.00459,True,449.20638
Andsuto,99.35737,-1.10259,-95.38785,-1.20108,199.33081,-90.98104,Slängpolskorgris,-0.25732,0.29449,11.59275,2.09692,True,449.09294
Andjorg,101.02213,0.83419,-102.12006,-1.23485,200.99199,-93.02259,Schottisgris,0.77975,-1.21774,10.40437,-1.94104,True,454.05061
Andjorg,98.64357,0.55056,-102.91004,-1.22512,198.61455,-85.76447,Hambogris,-1.62353,0.54549,11.32137,-1.96599,True,441.76285
Andsuto,98.11301,-0.02667,-97.56418,-1.20970,198.08448,-87.99650,Hambogris,0.04059,-0.13434,10.49057,0.13220,True,441.78295
Andsuto,100.95906,0.38104,-103.11484,-1.19187,200.93212,-91.90914,Polkagris,-0.34262,-0.03162,11.34358,0.13010,True,453.23788
Andjorg,101.19483,0.83953,-101.38662,-1.22501,201.16554,-93.37394,Schottisgris,1.92139,-1.09318,10.53124,-1.78574,True,455.28086
Jorgsuto,100.48794,-0.70647,-99.92594,-1.22069,200.45898,-92.70687,Polkagris,-2.65558,-0.62067,12.76361,-0.63199,True,452.47671
Andsuto,99.49969,-0.33318,-99.40328,-1.20485,199.47133,-92.02209,Slängpolskorgris,0.34485,0.05993,12.37653,-2.37397,True,447.79683
Andjorg,99.84415,-0.25721,-92.98153,-1.23604,199.81341,-91.42602,Slängpolskorgris,-0.62179,-1.88767,11.07388,-1.72480,True,452.72998
Andsuto,98.69601,0.22432,-102.24810,-1.20132,198.66920,-89.88806,Hambogris,0.22353,-0.31018,11.27650,2.46335,True,442.35602
Andjorg,100.13058,0.64638,-99.07456,-1.22124,200.10215,-93.41620,Polkagris,1.31534,0.94455,8.73843,-0.56861,True,451.11560
Jorgsuto,99.45437,0.71395,-97.17624,-1.20448,199.42707,-87.24585,Slängpolskorgris,1.84483,2.13331,13.08899,-2.84512,True,448.68375
Jorgsuto,98.70492,0.57181,-99.32276,-1.21692,198.67617,-91.45891,Hambogris,0.84452,0.66190,12.42869,-0.83449,True,443.86323
Andsuto,100.11511,-1.53965,-99.48623,-1.18137,200.09067,-91.75130,Polkagris,-0.42718,0.80030,9.30161,1.55969,True,450.83245
Andjorg,100.61633,-0.54354,-99.08490,-1.23946,200.58538,-90.85838,Polkagris,-0.30295,-1.23505,10.83135,-2.51322,True,453.53921
Andjorg,100.40273,-0.75297,-99.42909,-1.23893,200.37177,-92.05316,Polkagris,1.47070,0.13265,12.39794,-5.47059,True,452.29910
Andjorg,99.23387,0.51110,-101.54530,-1.23863,199.20260,-91.22235,Slängpolskorgris,-3.07708,0.12557,10.67771,-2.47268,True,445.39668
Andsuto,99.16158,-0.87445,-98.59288,-1.19232,199.13455,-89.22834,Slängpolskorgris,-0.02261,-0.60937,10.85036,1.28739,True,446.51146
Andsuto,98.37799,-0.68073,-96.85153,-1.19315,198.35133,-89.96937,Hambogris,-0.04578,0.27577,9.30773,0.20424,True,443.46418
Andsuto,101.84175,0.33934,-103.58821,-1.21394,201.81302,-92.37382,Schottisgris,1.01669,0.77321,11.76377,2.85503,True,457.41464
Andjorg,101.15852,0.11431,-101.55990,-1.22593,201.12962,-94.18542,Schottisgris,-0.72341,-0.20388,11.39111,-1.01540,True,455.01264
Jorgsuto,99.79049,0.17295,-98.90059,-1.22295,199.76124,-91.84628,Slängpolskorgris,2.36261,2.05032,13.62499,0.85401,True,449.50214
Andsuto,100.33626,0.90484,-100.16615,-1.20295,200.30920,-89.80583,Polkagris,-0.35554,-1.64076,10.01924,1.47084,True,451.59821
Andjorg,101.09250,0.59304,-100.99391,-1.22557,201.06380,-90.61810,Schottisgris,-1.14232,-1.33834,12.17390,-5.37634,True,454.96556
Jorgsuto,100.26788,-1.99644,-99.55159,-1.20310,200.24091,-90.19700,Polkagris,0.87423,0.69496,14.39405,-1.07341,True,451.56361
Jorgsuto,98.86957,-1.48684,-93.52518,-1.19908,198.84250,-90.95187,Hambogris,-4.03920,-3.02998,8.40543,2.10705,True,447.58528
Andjorg,100.94610,0.17843,-102.29293,-1.23580,200.91597,-91.60779,Polkagris,0.92326,-1.59487,11.22221,-1.38239,True,453.58401
Jorgsuto,98.62963,-0.79307,-95.99853,-1.19317,198.60337,-90.15027,Hambogris,-0.42311,2.65863,12.63135,-2.21834,True,445.14890
Jorgsuto,101.57907,0.69728,-102.69293,-1.19660,201.55209,-90.91554,Schottisgris,0.38189,0.38406,13.73999,-1.87113,True,456.54888
Andjorg,99.88101,-0.38009,-103.13684,-1.23954,199.84949,-92.84960,Slängpolskorgris,1.92504,1.19761,8.32950,-5.03215,True,447.83663
Jorgsuto,99.75512,-0.28474,-97.56961,-1.23433,199.72437,-92.31351,Slängpolskorgris,-0.08986,-0.18184,9.36692,1.62925,True,449.99080
Andsuto,97.76921,-1.42304,-96.00647,-1.20137,197.74173,-89.15033,Hambogris,-0.03199,0.16067,12.30730,1.70441,True,440.84280
Andjorg,100.75117,0.55044,-99.30353,-1.22688,200.72167,-92.88268,Polkagris,0.53194,-0.80414,11.42170,-1.96341,True,454.10410
Jorgsuto,100.53435,0.15819,-103.79881,-1.24525,200.50242,-92.03012,Polkagris,0.20616,-2.50158,9.32461,1.85751,True,450.77237
Andsuto,99.66510,0.34428,-95.77438,-1.20796,199.63725,-89.25407,Slängpolskorgris,-0.36594,0.66981,9.67840,3.26360,True,450.43829
Andjorg,98.16335,0.32570,-100.28769,-1.23849,198.13236,-92.05552,Hambogris,-2.69716,0.86004,9.79232,-1.69787,True,440.67288
Andsuto,100.31763,0.45892,-97.34520,-1.19148,200.29190,-89.83321,Polkagris,-0.45019,-0.17905,11.00022,-2.93099,True,452.91557
Andsuto,100.87363,0.87735,-103.62401,-1.21377,200.84475,-92.90528,Polkagris,0.58825,0.25661,11.61951,2.64417,True,452.55615
Andsuto,99.86337,0.81313,-102.10020,-1.21759,199.83377,-89.98109,Slängpolskorgris,-0.51150,-1.41158,11.63111,3.09979,True,448.26673
Andjorg,98.70964,-0.31226,-99.90050,-1.23021,198.67906,-91.38820,Hambogris,-0.99341,-1.10679,12.16965,-2.15202,True,443.59793
Jorgsuto,100.43597,0.66506,-97.07848,-1.26033,200.40258,-90.72321,Polkagris,-0.18695,-2.59905,12.51245,-1.16145,True,453.64061
Jorgsuto,100.03457,-0.38952,-103.22754,-1.19148,200.00868,-92.40653,Polkagris,0.01895,2.49269,9.02760,2.15290,True,448.55910
Jorgsuto,100.61678,-0.44747,-98.21482,-1.20658,200.58914,-90.25757,Polkagris,-0.40115,-0.36993,14.16342,-0.45467,True,453.97651
Andjorg,99.86199,-0.02155,-96.93114,-1.23476,199.83196,-93.68498,Slängpolskorgris,-0.09156,0.32527,10.31228,-2.25665,True,450.84439
Andjorg,99.06643,-0.20227,-100.58575,-1.23839,199.03537,-90.41273,Slängpolskorgris,1.48986,1.98015,10.89336,-3.71205,True,445.03929
Andsuto,99.41316,-0.52506,-102.10386,-1.18994,199.38706,-89.39869,Slängpolskorgris,-1.27865,0.55516,13.67035,1.96055,True,446.01388
Jorgsuto,99.00904,0.01677,-97.10436,-1.26265,198.97504,-90.18236,Slängpolskorgris,1.45729,2.32631,16.05604,0.15979,True,446.49302
Andjorg,101.17272,0.01442,-107.45787,-1.22859,201.14251,-91.47396,Schottisgris,1.03724,0.29185,8.31759,-0.32825,True,452.13464
Jorgsuto,100.08959,-0.94759,-100.03134,-1.19391,200.06306,-90.45379,Polkagris,0.83508,0.99916,14.67563,-0.60165,True,450.43230
Jorgsuto,101.16281,-1.22778,-102.34010,-1.22349,201.13296,-92.57095,Schottisgris,-0.91901,0.56289,10.38402,-1.79234,True,454.64399
Andjorg,100.92505,0.03429,-104.33052,-1.22848,200.89475,-90.68337,Polkagris,0.83988,0.63130,11.42477,-4.34797,True,452.45998
Jorgsuto,100.83783,0.38728,-101.37499,-1.25451,200.80511,-90.85496,Polkagris,0.12317,-0.48635,13.38511,1.11104,True,453.50168
Jorgsuto,99.25442,0.79356,-96.08296,-1.23894,199.22325,-88.83859,Slängpolskorgris,-1.51546,-0.87531,7.54952,3.86573,True,448.23062
Andjorg,98.07402,-0.96280,-92.76324,-1.23676,198.04346,-89.49404,Hambogris,0.54343,2.12072,12.41127,-0.55217,True,443.98847
Andjorg,99.00555,0.10622,-90.95834,-1.23173,198.97519,-89.43785,Slängpolskorgris,0.58036,0.74299,9.14755,-2.21500,True,449.54857
Andsuto,99.53209,-0.15357,-102.74152,-1.20816,199.50495,-88.84985,Slängpolskorgris,0.51110,-0.22270,11.79395,0.08501,True,446.28970
Andjorg,100.38991,-0.51984,-102.82148,-1.23323,200.36002,-88.75788,Polkagris,-0.09468,-1.37639,9.04027,-3.09265,True,450.53882
Jorgsuto,101.11448,0.40393,-104.48051,-1.23952,201.08344,-91.84308,Schottisgris,-0.98104,-0.87641,11.28461,-1.30384,True,453.33215
Andsuto,101.13687,0.84600,-101.00497,-1.18349,201.11202,-93.01790,Schottisgris,0.11851,-0.57667,11.17204,-0.33261,True,455.18185
Andjorg,101.48443,1.40711,-101.55742,-1.22481,201.45511,-92.56822,Schottisgris,1.13870,0.15439,11.16959,1.12086,True,456.64343
Andsuto,99.83630,-0.24776,-97.67180,-1.22596,199.80586,-91.45837,Slängpolskorgris,-0.48833,0.18620,11.89792,-2.43868,True,450.34559
Andsuto,100.29790,-0.23382,-98.60608,-1.18813,200.27164,-91.33547,Polkagris,0.04944,-0.83520,11.68365,2.31369,True,452.18645
Andjorg,99.76342,-0.34204,-102.13925,-1.22974,199.73397,-93.38781,Slängpolskorgris,1.63364,-0.96957,12.84831,-2.76569,True,447.74748
Andjorg,100.93544,0.59914,-100.00957,-1.23646,200.90519,-92.45683,Polkagris,-0.97001,-0.16807,10.04859,-1.42517,True,454.67243
Jorgsuto,101.21911,0.50764,-101.23363,-1.22084,201.19000,-91.61770,Schottisgris,-1.15947,-0.52743,11.34568,-0.67359,True,455.47873
Andjorg,99.20763,0.77260,-99.79954,-1.23906,199.17633,-90.83582,Slängpolskorgris,0.76963,-0.98889,10.89157,-4.05249,True,446.13839
Jorgsuto,97.56436,0.53748,-96.74015,-1.18927,197.53876,-89.75743,Hambogris,-1.20010,-1.72486,7.36063,3.30419,True,439.45170
Jorgsuto,99.52088,0.41029,-102.34020,-1.23113,199.49075,-88.22627,Slängpolskorgris,-0.51479,-0.81004,8.50111,-0.34515,True,446.43429
Andjorg,98.51614,0.13646,-101.63456,-1.24009,198.48504,-89.68670,Hambogris,-1.97926,2.66576,11.53682,-2.90614,True,441.76343
Andjorg,101.27021,0.05419,-101.26301,-1.23104,201.24002,-91.22900,Schottisgris,-1.11676,1.85495,11.56783,-3.66743,True,455.71953
Andjorg,100.09938,-1.18647,-96.60923,-1.23359,200.06859,-91.35583,Polkagris,1.61072,-0.78449,10.13643,-2.07585,True,452.19228
Andjorg,99.30193,-0.05037,-100.17134,-1.23190,199.27197,-91.46533,Slängpolskorgris,-3.56941,1.22324,9.98014,0.97966,True,446.42400
Jorgsuto,100.49933,-0.27166,-92.20991,-1.24561,200.46753,-90.89255,Polkagris,0.10976,-2.34517,12.34323,-1.46539,True,456.39172
Andsuto,99.66450,-0.76779,-102.79253,-1.19055,199.63862,-93.35486,Slängpolskorgris,-0.55006,-1.00447,12.38054,3.42561,True,446.92624
Andjorg,99.58710,-0.67879,-96.21134,-1.23299,199.55708,-90.98624,Slängpolskorgris,-1.97230,2.10390,9.90535,-2.14180,True,449.82983
Andsuto,97.67119,-1.58743,-96.37012,-1.17661,197.64775,-89.65679,Hambogris,0.33160,-0.36017,11.70758,3.84556,True,440.17087
Andsuto,99.81024,-1.36315,-101.02057,-1.20760,199.78230,-89.79152,Slängpolskorgris,0.89520,0.33786,10.41394,0.08095,True,448.54089
Andjorg,99.53528,1.19970,-101.69023,-1.23474,199.50436,-91.98317,Slängpolskorgris,0.48313,0.46050,11.11180,-1.53681,True,446.83129
Andsuto,100.63784,-0.24380,-93.36103,-1.20692,200.60937,-90.55201,Polkagris,-0.56994,-0.43876,11.06033,2.97726,True,456.50867
Andjorg,99.54268,0.84992,-100.95132,-1.23110,199.51229,-89.16431,Slängpolskorgris,-1.44160,-1.05502,9.29582,-2.59174,True,447.23776
Andjorg,101.39310,-0.71835,-96.84395,-1.22043,201.36475,-93.94934,Schottisgris,-1.20275,-0.26467,8.82224,-1.09684,True,458.54352
Andjorg,101.20046,-0.09086,-102.19675,-1.23043,201.16996,-92.15880,Schottisgris,0.80452,-0.27779,9.93307,-2.29195,True,454.90392
Jorgsuto,100.89606,0.94051,-99.20775,-1.23393,200.86562,-91.83453,Polkagris,-0.90924,-0.35055,12.43957,0.81097,True,454.87645
Andsuto,98.69152,2.02815,-97.84839,-1.21096,198.66383,-88.09429,Hambogris,0.22671,-0.23161,10.59298,3.32301,True,444.53338
Andjorg,97.46632,-0.37496,-96.95000,-1.23429,197.43649,-87.60104,Hambogris,2.29338,0.40126,11.25005,-3.64855,True,438.85660
Andjorg,101.28533,-0.71009,-103.91104,-1.24432,201.25332,-94.43889,Schottisgris,0.38640,0.02941,9.74098,-1.97100,True,454.47114
Jorgsuto,99.24734,-0.61448,-99.91649,-1.19157,199.22138,-93.94247,Slängpolskorgris,0.45019,2.46317,10.43343,-1.77654,True,446.27847
Jorgsuto,99.74931,-0.10541,-97.29530,-1.25709,199.71613,-91.35200,Slängpolskorgris,0.60474,-1.49619,12.19823,-1.00126,True,450.09890
Andjorg,100.57737,0.18066,-97.85006,-1.23966,200.54642,-92.74909,Polkagris,-0.47420,-1.15381,9.97921,-3.88448,True,453.96183
Andjorg,101.42404,-0.82305,-100.58668,-1.22422,201.39467,-91.92112,Schottisgris,-1.31265,-1.26359,13.32765,-2.65660,True,456.82686
Andjorg,98.73152,-1.31586,-98.35268,-1.23392,198.70171,-90.90520,Hambogris,0.16855,-1.39440,11.31478,-0.21862,True,444.48127
Jorgsuto,101.31051,-1.13343,-100.89777,-1.19040,201.28479,-91.86996,Schottisgris,0.75605,0.98203,7.90427,4.21474,True,456.10366
Andsuto,100.13659,-0.27570,-103.32699,-1.20890,200.10874,-88.56795,Polkagris,-0.20112,-0.92407,11.17917,3.66653,True,449.01946
Andsuto,100.08723,-1.04492,-107.38154,-1.20226,200.06065,-88.24147,Polkagris,-1.06160,-0.04981,9.72377,1.04909,True,446.74536
Andsuto,100.21771,1.76005,-105.26291,-1.19966,200.19138,-93.99047,Polkagris,-0.47920,-0.02158,11.79078,-0.83618,True,448.45707
